data,count,response 
455,0,externals 
457,0,externals 
179,0,externals 
178,0,externals 
177,0,externals 
176,3,externals 
175,0,externals 
174,9,externals 
173,1,externals 
170,0,externals 
975,7,externals 
973,1,externals 
971,13,externals 
183,0,externals 
978,16,externals 
182,0,externals 
599,4,externals 
654,1,externals 
184,0,externals 
188,1,externals 
1286,2,externals 
869,0,externals 
13,1,externals 
12,3,externals 
19,4,externals 
865,0,externals 
864,0,externals 
884,3,externals 
1289,0,externals 
889,0,externals 
888,7,externals 
756,0,externals 
322,1,externals 
327,1,externals 
328,1,externals 
497,5,externals 
204,0,externals 
206,0,externals 
208,4,externals 
75,7,externals 
74,1,externals 
70,0,externals 
79,0,externals 
1042,1,externals 
1041,1,externals 
1049,3,externals 
1147,1,externals 
667,9,externals 
1148,1,externals 
1149,2,externals 
663,6,externals 
661,3,externals 
660,3,externals 
696,0,externals 
697,2,externals 
695,4,externals 
543,1,externals 
540,0,externals 
546,14,externals 
547,1,externals 
545,1,externals 
548,1,externals 
1317,1,externals 
991,1,externals 
993,6,externals 
999,1,externals 
124,4,externals 
126,2,externals 
127,0,externals 
128,0,externals 
129,0,externals 
414,1,externals 
929,1,externals 
419,2,externals 
926,1,externals 
927,6,externals 
313,1,externals 
310,0,externals 
317,0,externals 
832,0,externals 
831,7,externals 
839,4,externals 
361,1,externals 
380,2,externals 
381,0,externals 
383,0,externals 
385,3,externals 
387,0,externals 
388,4,externals 
784,0,externals 
788,1,externals 
579,1,externals 
578,0,externals 
572,1,externals 
570,0,externals 
576,1,externals 
575,9,externals 
60,0,externals 
64,1,externals 
253,0,externals 
257,0,externals 
600,0,externals 
1039,0,externals 
508,1,externals 
509,0,externals 
1032,0,externals 
1030,6,externals 
505,0,externals 
503,0,externals 
500,0,externals 
631,0,externals 
632,1,externals 
633,0,externals 
634,0,externals 
635,0,externals 
636,1,externals 
637,1,externals 
1352,0,externals 
466,0,externals 
1357,2,externals 
460,0,externals 
462,0,externals 
168,1,externals 
164,0,externals 
165,0,externals 
167,0,externals 
162,6,externals 
967,1,externals 
1106,3,externals 
1103,0,externals 
1101,1,externals 
1240,1,externals 
898,2,externals 
899,8,externals 
1150,1,externals 
951,2,externals 
355,3,externals 
803,61,externals 
801,13,externals 
806,4,externals 
805,2,externals 
217,0,externals 
769,2,externals 
210,11,externals 
211,0,externals 
762,2,externals 
218,4,externals 
219,1,externals 
1077,2,externals 
1074,5,externals 
283,0,externals 
282,1,externals 
1094,3,externals 
1095,2,externals 
1097,1,externals 
678,6,externals 
1092,1,externals 
677,1,externals 
1151,0,externals 
671,0,externals 
55,0,externals 
54,2,externals 
57,0,externals 
56,1,externals 
50,2,externals 
536,1,externals 
535,0,externals 
538,0,externals 
980,1,externals 
981,5,externals 
986,12,externals 
984,6,externals 
117,0,externals 
111,0,externals 
110,9,externals 
113,0,externals 
1255,0,externals 
918,4,externals 
421,0,externals 
422,0,externals 
424,6,externals 
426,0,externals 
309,3,externals 
302,0,externals 
304,0,externals 
842,2,externals 
849,0,externals 
848,2,externals 
569,0,externals 
750,1,externals 
737,1,externals 
754,0,externals 
560,4,externals 
562,2,externals 
563,0,externals 
566,0,externals 
229,0,externals 
228,0,externals 
1189,1,externals 
1028,2,externals 
1037,2,externals 
150,4,externals 
1166,1,externals 
152,1,externals 
1209,1,externals 
154,0,externals 
158,0,externals 
609,6,externals 
1359,0,externals 
1358,0,externals 
1161,6,externals 
1214,0,externals 
49,0,externals 
46,6,externals 
45,1,externals 
955,9,externals 
41,1,externals 
5,0,externals 
1116,1,externals 
1119,3,externals 
1290,1,externals 
1350,1,externals 
1361,3,externals 
489,0,externals 
483,0,externals 
482,0,externals 
481,0,externals 
472,0,externals 
1364,1,externals 
1360,7,externals 
475,0,externals 
479,0,externals 
